SampleID	Name	Plant_ID	Type	Experiment	Cohort	Harvested	Age	Site	Treatment	Line	Genotype	Block	oldPlate	newPlate	Analysis
M1958P1035	JAM_E4.root	JAM_E4	root	ecotypes	NA	2012	NA	Jam	field	endog	endog	NA	p211	M1958	Ecotypes
M1981P553	JAM_S1.soil	JAM_S1	soil	ecotypes	NA	2011	NA	Jam	field	soil	soil	NA	p206	M1981	Ecotypes
M1981P627	JAM_S2.soil	JAM_S2	soil	ecotypes	NA	2011	NA	Jam	field	soil	soil	NA	p206	M1981	Ecotypes
M1979P438	JAM_S3.soil	JAM_S3	soil	ecotypes	NA	2011	NA	Jam	field	soil	soil	NA	p204	M1979	Ecotypes
M1955P758	JAM_S4.soil	JAM_S4	soil	ecotypes	NA	2012	NA	Jam	field	soil	soil	NA	p208	M1955	Ecotypes
M1981P641	JAM_S5.soil	JAM_S5	soil	ecotypes	NA	2012	NA	Jam	field	soil	soil	NA	p206	M1981	Ecotypes
M1980P523	JAM_S6.soil	JAM_S6	soil	ecotypes	NA	2012	NA	Jam	field	soil	soil	NA	p205	M1980	Ecotypes
M1981P600	JAM_S7.soil	JAM_S7	soil	ecotypes	NA	2012	NA	Jam	field	soil	soil	NA	p206	M1981	Ecotypes
M1957P1004	L_086.leaf	L_086	leaf	fieldBCMA	2009	2012	3	LTM	field	57	ril	ril11	p210	M1957	BCMA
M1025P1851	L_086.root	L_086	root	fieldBCMA	2009	2012	3	LTM	field	57	ril	ril11	t02	M1025	BCMA
M1025P1849	L_123.root	L_123	root	fieldBCMA	2009	2012	3	LTM	field	162	ril	ril11	t02	M1025	BCMA
M1691P1562	L_139.leaf	L_139	leaf	fieldBCMA	2009	2012	3	LTM	field	59	ril	ril12	p216	M1691	BCMA
M1691P1492	L_139.root	L_139	root	fieldBCMA	2009	2012	3	LTM	field	59	ril	ril12	p216	M1691	BCMA
M1961P1318	L_167.leaf	L_167	leaf	fieldBCMA	2009	2012	3	LTM	field	22	ril	ril11	p214	M1961	BCMA
M1024P1823	L_167.root	L_167	root	fieldBCMA	2009	2012	3	LTM	field	22	ril	ril11	t01	M1024	BCMA
M1958P1063	L_211.leaf	L_211	leaf	fieldBCMA	2009	2012	3	LTM	field	24	ril	ril14	p211	M1958	BCMA
M1956P914	L_211.root	L_211	root	fieldBCMA	2009	2012	3	LTM	field	24	ril	ril14	p209	M1956	BCMA
M1690P1462	L_266.leaf	L_266	leaf	fieldBCMA	2009	2012	3	LTM	field	96	ril	ril13	p215	M1690	BCMA
M1690P1424	L_266.root	L_266	root	fieldBCMA	2009	2012	3	LTM	field	96	ril	ril13	p215	M1690	BCMA
M1690P1428	L_316.leaf	L_316	leaf	fieldBCMA	2009	2012	3	LTM	field	30	ril	ril14	p215	M1690	BCMA
M1956P832	L_316.root	L_316	root	fieldBCMA	2009	2012	3	LTM	field	30	ril	ril14	p209	M1956	BCMA
M1024P1802	L_319.root	L_319	root	fieldBCMA	2009	2011	2	LTM	field	100	ril	ril14	t01t02	M1024	BCMA
M1959P1123	L_321.root	L_321	root	fieldBCMA	2009	2012	3	LTM	field	129	ril	ril13	p212	M1959	BCMA
M1958P1058	L_337.leaf	L_337	leaf	fieldBCMA	2009	2012	3	LTM	field	160	ril	ril14	p211	M1958	BCMA
M1024P1808	L_340.root	L_340	root	fieldBCMA	2009	2011	2	LTM	field	87	ril	ril14	t01t02	M1024	BCMA
M1691P1536	L_348.leaf	L_348	leaf	fieldBCMA	2009	2012	3	LTM	field	1	ril	ril13	p216	M1691	BCMA
M1691P1556	L_348.root	L_348	root	fieldBCMA	2009	2012	3	LTM	field	1	ril	ril13	p216	M1691	BCMA
M1961P1354	L_350.root	L_350	root	fieldBCMA	2009	2012	3	LTM	field	97	ril	ril13	p214	M1961	BCMA
M1690P1446	L_369.leaf	L_369	leaf	fieldBCMA	2009	2012	3	LTM	field	135	ril	ril15	p215	M1690	BCMA
M1961P1370	L_369.root	L_369	root	fieldBCMA	2009	2012	3	LTM	field	135	ril	ril15	p214	M1961	BCMA
M1956P892	L_370.leaf	L_370	leaf	fieldBCMA	2009	2012	3	LTM	field	30	ril	ril15	p209	M1956	BCMA
M1025P1920	L_370.root	L_370	root	fieldBCMA	2009	2012	3	LTM	field	30	ril	ril15	t02	M1025	BCMA
M1956P879	L_378.leaf	L_378	leaf	fieldBCMA	2009	2012	3	LTM	field	11	ril	ril16	p209	M1956	BCMA
M1025P1875	L_378.root	L_378	root	fieldBCMA	2009	2012	3	LTM	field	11	ril	ril16	t02	M1025	BCMA
M1024P1781	L_398.root	L_398	root	fieldBCMA	2009	2011	2	LTM	field	160	ril	ril16	t01t02	M1024	BCMA
M1691P1535	L_399.leaf	L_399	leaf	fieldBCMA	2009	2012	3	LTM	field	124	ril	ril16	p216	M1691	BCMA
M1691P1519	L_399.root	L_399	root	fieldBCMA	2009	2012	3	LTM	field	124	ril	ril16	p216	M1691	BCMA
M1961P1325	L_413.leaf	L_413	leaf	fieldBCMA	2009	2012	3	LTM	field	188	ril	ril16	p214	M1961	BCMA
M1025P1864	L_413.root	L_413	root	fieldBCMA	2009	2012	3	LTM	field	188	ril	ril16	t02	M1025	BCMA
M1025P1869	L_433.root	L_433	root	fieldBCMA	2009	2012	3	LTM	field	LTM	ril	ril16	p217	M1025	BCMA
M1025P1900	L_434.root	L_434	root	fieldBCMA	2009	2012	3	LTM	field	49	ril	ril16	p216	M1025	BCMA
M1024P1838	L_442.root	L_442	root	fieldBCMA	2009	2012	3	LTM	field	122	ril	ril15	t01	M1024	BCMA
M1024P1813	L_443.root	L_443	root	fieldBCMA	2009	2011	2	LTM	field	191	ril	ril15	t01t02	M1024	BCMA
M1690P1453	L_444.leaf	L_444	leaf	fieldBCMA	2009	2012	3	LTM	field	27	ril	ril15	p215	M1690	BCMA
M1025P1910	L_444.root	L_444	root	fieldBCMA	2009	2012	3	LTM	field	27	ril	ril15	t02	M1025	BCMA
M1690P1410	L_445.leaf	L_445	leaf	fieldBCMA	2009	2012	3	LTM	field	37	ril	ril15	p215	M1690	BCMA
M1025P1915	L_445.root	L_445	root	fieldBCMA	2009	2012	3	LTM	field	37	ril	ril15	t02	M1025	BCMA
M1691P1545	L_451.leaf	L_451	leaf	fieldBCMA	2009	2012	3	LTM	field	144	ril	ril16	p216	M1691	BCMA
M1025P1911	L_451.root	L_451	root	fieldBCMA	2009	2012	3	LTM	field	144	ril	ril16	t02	M1025	BCMA
M1960P1217	L_452.leaf	L_452	leaf	fieldBCMA	2009	2012	3	LTM	field	4	ril	ril16	p213	M1960	BCMA
M1025P1937	L_452.root	L_452	root	fieldBCMA	2009	2012	3	LTM	field	4	ril	ril16	t02	M1025	BCMA
M1959P1137	L_453.leaf	L_453	leaf	fieldBCMA	2009	2012	3	LTM	field	182	ril	ril16	p212	M1959	BCMA
M1691P1484	L_453.root	L_453	root	fieldBCMA	2009	2012	3	LTM	field	182	ril	ril16	p216	M1691	BCMA
M1024P1833	L_453.root	L_453	root	fieldBCMA	2009	2012	3	LTM	field	182	ril	ril16	p216	M1024	BCMA
M1691P1497	L_457.leaf	L_457	leaf	fieldBCMA	2009	2012	3	LTM	field	21	ril	ril16	p216	M1691	BCMA
M1025P1917	L_457.root	L_457	root	fieldBCMA	2009	2012	3	LTM	field	21	ril	ril16	t02	M1025	BCMA
M1025P1907	L_458.root	L_458	root	fieldBCMA	2009	2012	3	LTM	field	52	ril	ril16	t02	M1025	BCMA
M1691P1543	L_460.leaf	L_460	leaf	fieldBCMA	2009	2012	3	LTM	field	174	ril	ril16	p216	M1691	BCMA
M1691P1479	L_460.root	L_460	root	fieldBCMA	2009	2012	3	LTM	field	174	ril	ril16	p216	M1691	BCMA
M1959P1105	L_462.leaf	L_462	leaf	fieldBCMA	2009	2012	3	LTM	field	148	ril	ril15	p212	M1959	BCMA
M1977P1728	L_462.root	L_462	root	fieldBCMA	2009	2012	3	LTM	field	148	ril	ril15	p217	M1977	BCMA
M1690P1444	L_464.leaf	L_464	leaf	fieldBCMA	2009	2012	3	LTM	field	198	ril	ril15	p215	M1690	BCMA
M1024P1837	L_464.root	L_464	root	fieldBCMA	2009	2012	3	LTM	field	198	ril	ril15	t01	M1024	BCMA
M1959P1160	L_465.leaf	L_465	leaf	fieldBCMA	2009	2012	3	LTM	field	112	ril	ril15	p212	M1959	BCMA
M1025P1856	L_465.root	L_465	root	fieldBCMA	2009	2012	3	LTM	field	112	ril	ril15	t02	M1025	BCMA
M1690P1456	L_466.leaf	L_466	leaf	fieldBCMA	2009	2012	3	LTM	field	183	ril	ril15	p215	M1690	BCMA
M1025P1852	L_466.root	L_466	root	fieldBCMA	2009	2012	3	LTM	field	183	ril	ril15	t02	M1025	BCMA
M1959P1177	L_467.leaf	L_467	leaf	fieldBCMA	2009	2012	3	LTM	field	48	ril	ril15	p212	M1959	BCMA
M1961P1320	L_467.root	L_467	root	fieldBCMA	2009	2012	3	LTM	field	48	ril	ril15	p214	M1961	BCMA
M1961P1337	L_473.leaf	L_473	leaf	fieldBCMA	2009	2012	3	LTM	field	32	ril	ril16	p214	M1961	BCMA
M1025P1848	L_473.root	L_473	root	fieldBCMA	2009	2012	3	LTM	field	32	ril	ril16	t02	M1025	BCMA
M1690P1466	L_474.leaf	L_474	leaf	fieldBCMA	2009	2012	3	LTM	field	81	ril	ril16	p215	M1690	BCMA
M1961P1341	L_475.leaf	L_475	leaf	fieldBCMA	2009	2012	3	LTM	field	29	ril	ril16	p214	M1961	BCMA
M1024P1829	L_475.root	L_475	root	fieldBCMA	2009	2012	3	LTM	field	29	ril	ril16	t01	M1024	BCMA
M1955P801	L_476.leaf	L_476	leaf	fieldBCMA	2009	2012	3	LTM	field	94	ril	ril16	p208	M1955	BCMA
M1025P1896	L_476.root	L_476	root	fieldBCMA	2009	2012	3	LTM	field	94	ril	ril16	t02	M1025	BCMA
M1024P1787	L_477.root	L_477	root	fieldBCMA	2009	2011	2	LTM	field	22	ril	ril16	t01t02	M1024	BCMA
M1024P1778	L_480.root	L_480	root	fieldBCMA	2009	2011	2	LTM	field	53	ril	ril16	t01t02	M1024	BCMA
M1955P770	L_485.leaf	L_485	leaf	fieldBCMA	2009	2012	3	LTM	field	6	ril	ril15	p208	M1955	BCMA
M1025P1921	L_485.root	L_485	root	fieldBCMA	2009	2012	3	LTM	field	6	ril	ril15	t02	M1025	BCMA
M1024P1816	L_488.root	L_488	root	fieldBCMA	2009	2011	2	LTM	field	172	ril	ril15	t01t02	M1024	BCMA
M1958P1037	L_489.leaf	L_489	leaf	fieldBCMA	2009	2012	3	LTM	field	194	ril	ril15	p211	M1958	BCMA
M1025P1866	L_489.root	L_489	root	fieldBCMA	2009	2012	3	LTM	field	194	ril	ril15	t02	M1025	BCMA
M1025P1871	L_495.root	L_495	root	fieldBCMA	2009	2012	3	LTM	field	138	ril	ril16	t02	M1025	BCMA
M1024P1785	L_496.root	L_496	root	fieldBCMA	2009	2011	2	LTM	field	9	ril	ril16	t01t02	M1024	BCMA
M1959P1151	L_502.leaf	L_502	leaf	fieldBCMA	2009	2012	3	LTM	field	134	ril	ril15	p212	M1959	BCMA
M1024P1841	L_502.root	L_502	root	fieldBCMA	2009	2012	3	LTM	field	134	ril	ril15	t01	M1024	BCMA
M1977P1748	L_503.leaf	L_503	leaf	fieldBCMA	2009	2012	3	LTM	field	78	ril	ril15	p217	M1977	BCMA
M1025P1919	L_503.root	L_503	root	fieldBCMA	2009	2012	3	LTM	field	78	ril	ril15	t02	M1025	BCMA
M1955P768	L_504.leaf	L_504	leaf	fieldBCMA	2009	2012	3	LTM	field	89	ril	ril15	p208	M1955	BCMA
M1025P1878	L_504.root	L_504	root	fieldBCMA	2009	2012	3	LTM	field	89	ril	ril15	t02	M1025	BCMA
M1961P1353	L_506.leaf	L_506	leaf	fieldBCMA	2009	2012	3	LTM	field	149	ril	ril15	p214	M1961	BCMA
M1025P1943	L_506.root	L_506	root	fieldBCMA	2009	2012	3	LTM	field	149	ril	ril15	t02	M1025	BCMA
M1691P1485	L_508.leaf	L_508	leaf	fieldBCMA	2009	2012	3	LTM	field	128	ril	ril15	p216	M1691	BCMA
M1025P1939	L_508.root	L_508	root	fieldBCMA	2009	2012	3	LTM	field	128	ril	ril15	t02	M1025	BCMA
M1956P910	L_510.leaf	L_510	leaf	fieldBCMA	2009	2012	3	LTM	field	102	ril	ril15	p209	M1956	BCMA
M1025P1926	L_510.root	L_510	root	fieldBCMA	2009	2012	3	LTM	field	102	ril	ril15	t02	M1025	BCMA
M1956P844	L_511.root	L_511	root	fieldBCMA	2009	2012	3	LTM	field	100	ril	ril16	p209	M1956	BCMA
M1025P1889	L_512.root	L_512	root	fieldBCMA	2009	2012	3	LTM	field	13	ril	ril16	t02	M1025	BCMA
M1690P1458	L_513.leaf	L_513	leaf	fieldBCMA	2009	2012	3	LTM	field	123	ril	ril16	p215	M1690	BCMA
M1025P1862	L_513.root	L_513	root	fieldBCMA	2009	2012	3	LTM	field	123	ril	ril16	t02	M1025	BCMA
M1959P1154	L_514.leaf	L_514	leaf	fieldBCMA	2009	2012	3	LTM	field	36	ril	ril16	p212	M1959	BCMA
M1024P1825	L_514.root	L_514	root	fieldBCMA	2009	2012	3	LTM	field	36	ril	ril16	t01	M1024	BCMA
M1961P1309	L_520.leaf	L_520	leaf	fieldBCMA	2009	2012	3	LTM	field	3	ril	ril16	p214	M1961	BCMA
M1024P1834	L_520.root	L_520	root	fieldBCMA	2009	2012	3	LTM	field	3	ril	ril16	t01	M1024	BCMA
M1961P1361	L_522.leaf	L_522	leaf	fieldBCMA	2009	2012	3	LTM	field	14	ril	ril15	p214	M1961	BCMA
M1025P1882	L_522.root	L_522	root	fieldBCMA	2009	2012	3	LTM	field	14	ril	ril15	t02	M1025	BCMA
M1957P933	L_524.leaf	L_524	leaf	fieldBCMA	2009	2012	3	LTM	field	82	ril	ril15	p210	M1957	BCMA
M1025P1874	L_524.root	L_524	root	fieldBCMA	2009	2012	3	LTM	field	82	ril	ril15	t02	M1025	BCMA
M1690P1418	L_531.leaf	L_531	leaf	fieldBCMA	2009	2012	3	LTM	field	187	ril	ril16	p215	M1690	BCMA
M1961P1378	L_532.leaf	L_532	leaf	fieldBCMA	2009	2012	3	LTM	field	103	ril	ril16	p214	M1961	BCMA
M1958P1069	L_532.root	L_532	root	fieldBCMA	2009	2012	3	LTM	field	103	ril	ril16	p211	M1958	BCMA
M1960P1230	L_533.leaf	L_533	leaf	fieldBCMA	2009	2012	3	LTM	field	96	ril	ril16	p213	M1960	BCMA
M1957P960	L_533.root	L_533	root	fieldBCMA	2009	2012	3	LTM	field	96	ril	ril16	p210	M1957	BCMA
M1024P1797	L_538.root	L_538	root	fieldBCMA	2009	2011	2	LTM	field	142	ril	ril16	t01t02	M1024	BCMA
M1956P907	L_540.leaf	L_540	leaf	fieldBCMA	2009	2012	3	LTM	field	18	ril	ril16	p209	M1956	BCMA
M1960P1225	L_540.root	L_540	root	fieldBCMA	2009	2012	3	LTM	field	18	ril	ril16	p213	M1960	BCMA
M1691P1534	L_544.leaf	L_544	leaf	fieldBCMA	2009	2012	3	LTM	field	22	ril	ril17	p216	M1691	BCMA
M1025P1853	L_544.root	L_544	root	fieldBCMA	2009	2012	3	LTM	field	22	ril	ril17	t02	M1025	BCMA
M1977P1680	L_545.leaf	L_545	leaf	fieldBCMA	2009	2012	3	LTM	field	94	ril	ril17	p217	M1977	BCMA
M1957P936	L_545.root	L_545	root	fieldBCMA	2009	2012	3	LTM	field	94	ril	ril17	p210	M1957	BCMA
M1024P1822	L_546.root	L_546	root	fieldBCMA	2009	2012	3	LTM	field	LTM	ril	ril17	t01	M1024	BCMA
M1690P1470	L_550.leaf	L_550	leaf	fieldBCMA	2009	2012	3	LTM	field	43	ril	ril17	p215	M1690	BCMA
M1956P852	L_550.root	L_550	root	fieldBCMA	2009	2012	3	LTM	field	43	ril	ril17	p209	M1956	BCMA
M1024P1818	L_552.root	L_552	root	fieldBCMA	2009	2011	2	LTM	field	55	ril	ril18	t01t02	M1024	BCMA
M1960P1214	L_554.leaf	L_554	leaf	fieldBCMA	2009	2012	3	LTM	field	157	ril	ril18	p213	M1960	BCMA
M1025P1923	L_554.root	L_554	root	fieldBCMA	2009	2012	3	LTM	field	157	ril	ril18	t02	M1025	BCMA
M1957P955	L_555.leaf	L_555	leaf	fieldBCMA	2009	2012	3	LTM	field	56	ril	ril18	p210	M1957	BCMA
M1960P1218	L_555.root	L_555	root	fieldBCMA	2009	2012	3	LTM	field	56	ril	ril18	p213	M1960	BCMA
M1024P1776	L_563.root	L_563	root	fieldBCMA	2009	2011	2	LTM	field	15	ril	ril17	t01t02	M1024	BCMA
M1956P903	L_566.leaf	L_566	leaf	fieldBCMA	2009	2012	3	LTM	field	102	ril	ril17	p209	M1956	BCMA
M1955P800	L_566.root	L_566	root	fieldBCMA	2009	2012	3	LTM	field	102	ril	ril17	p208	M1955	BCMA
M1958P1068	L_576.leaf	L_576	leaf	fieldBCMA	2009	2012	3	LTM	field	1	ril	ril18	p211	M1958	BCMA
M1025P1857	L_576.root	L_576	root	fieldBCMA	2009	2012	3	LTM	field	1	ril	ril18	t02	M1025	BCMA
M1024P1774	L_590.root	L_590	root	fieldBCMA	2009	2011	2	LTM	field	163	ril	ril17	t01t02	M1024	BCMA
M1958P1095	L_595.leaf	L_595	leaf	fieldBCMA	2009	2012	3	LTM	field	18	ril	ril18	p211	M1958	BCMA
M1957P946	L_600.root	L_600	root	fieldBCMA	2009	2012	3	LTM	field	LTM	ril	ril18	p210	M1957	BCMA
M1959P1127	L_614.leaf	L_614	leaf	fieldBCMA	2009	2012	3	LTM	field	183	ril	ril18	p212	M1959	BCMA
M1690P1435	L_618.leaf	L_618	leaf	fieldBCMA	2009	2012	3	LTM	field	82	ril	ril18	p215	M1690	BCMA
M1961P1307	L_618.root	L_618	root	fieldBCMA	2009	2012	3	LTM	field	82	ril	ril18	p214	M1961	BCMA
M1961P1332	L_625.leaf	L_625	leaf	fieldBCMA	2009	2012	3	LTM	field	162	ril	ril17	p214	M1961	BCMA
M1024P1832	L_625.root	L_625	root	fieldBCMA	2009	2012	3	LTM	field	162	ril	ril17	t01	M1024	BCMA
M1691P1506	L_626.leaf	L_626	leaf	fieldBCMA	2009	2012	3	LTM	field	4	ril	ril17	p216	M1691	BCMA
M1958P1086	L_626.root	L_626	root	fieldBCMA	2009	2012	3	LTM	field	4	ril	ril17	p211	M1958	BCMA
M1025P1905	L_629.leaf	L_629	leaf	fieldBCMA	2009	2012	3	LTM	field	89	ril	ril17	t02	M1025	BCMA
M1025P1850	L_629.root	L_629	root	fieldBCMA	2009	2012	3	LTM	field	89	ril	ril17	t02	M1025	BCMA
M1959P1161	L_630.leaf	L_630	leaf	fieldBCMA	2009	2012	3	LTM	field	57	ril	ril17	p212	M1959	BCMA
M1956P874	L_640.leaf	L_640	leaf	fieldBCMA	2009	2012	3	LTM	field	78	ril	ril18	p209	M1956	BCMA
M1956P865	L_640.root	L_640	root	fieldBCMA	2009	2012	3	LTM	field	78	ril	ril18	p209	M1956	BCMA
M1691P1500	L_643.root	L_643	root	fieldBCMA	2009	2012	3	LTM	field	97	ril	ril17	p216	M1691	BCMA
M1961P1340	L_659.leaf	L_659	leaf	fieldBCMA	2009	2012	3	LTM	field	44	ril	ril18	p214	M1961	BCMA
M1958P1045	L_659.root	L_659	root	fieldBCMA	2009	2012	3	LTM	field	44	ril	ril18	p211	M1958	BCMA
M1025P1941	L_661.leaf	L_661	leaf	fieldBCMA	2009	2012	3	LTM	field	85	ril	ril17	t02	M1025	BCMA
M1024P1831	L_661.root	L_661	root	fieldBCMA	2009	2012	3	LTM	field	85	ril	ril17	t01	M1024	BCMA
M1691P1563	L_663.leaf	L_663	leaf	fieldBCMA	2009	2012	3	LTM	field	76	ril	ril17	p216	M1691	BCMA
M1025P1904	L_663.root	L_663	root	fieldBCMA	2009	2012	3	LTM	field	76	ril	ril17	t02	M1025	BCMA
M1957P986	L_679.leaf	L_679	leaf	fieldBCMA	2009	2012	3	LTM	field	119	ril	ril18	p210	M1957	BCMA
M1025P1936	L_679.root	L_679	root	fieldBCMA	2009	2012	3	LTM	field	119	ril	ril18	t02	M1025	BCMA
M1691P1508	L_680.root	L_680	root	fieldBCMA	2009	2012	3	LTM	field	127	ril	ril18	p216	M1691	BCMA
M1690P1391	L_683.leaf	L_683	leaf	fieldBCMA	2009	2012	3	LTM	field	153	ril	ril17	p215	M1690	BCMA
M1959P1178	L_683.root	L_683	root	fieldBCMA	2009	2012	3	LTM	field	153	ril	ril17	p212	M1959	BCMA
M1024P1840	L_686.root	L_686	root	fieldBCMA	2009	2012	3	LTM	field	LTM	ril	ril17	t01	M1024	BCMA
M1025P1901	L_691.leaf	L_691	leaf	fieldBCMA	2009	2012	3	LTM	field	160	ril	ril18	t02	M1025	BCMA
M1691P1548	L_691.root	L_691	root	fieldBCMA	2009	2012	3	LTM	field	160	ril	ril18	p216	M1691	BCMA
M1691P1550	L_695.leaf	L_695	leaf	fieldBCMA	2009	2012	3	LTM	field	81	ril	ril18	p216	M1691	BCMA
M1025P1898	L_695.leaf	L_695	leaf	fieldBCMA	2009	2012	3	LTM	field	81	ril	ril18	p216	M1025	BCMA
M1960P1201	L_695.root	L_695	root	fieldBCMA	2009	2012	3	LTM	field	81	ril	ril18	p213	M1960	BCMA
M1959P1190	L_698.root	L_698	root	fieldBCMA	2009	2012	3	LTM	field	167	ril	ril18	p212	M1959	BCMA
M1025P1891	L_700.leaf	L_700	leaf	fieldBCMA	2009	2012	3	LTM	field	176	ril	ril18	t02	M1025	BCMA
M1690P1419	L_700.root	L_700	root	fieldBCMA	2009	2012	3	LTM	field	176	ril	ril18	p215	M1690	BCMA
M1025P1909	L_703.leaf	L_703	leaf	fieldBCMA	2009	2012	3	LTM	field	30	ril	ril17	t02	M1025	BCMA
M1959P1174	L_703.root	L_703	root	fieldBCMA	2009	2012	3	LTM	field	30	ril	ril17	p212	M1959	BCMA
M1959P1110	L_704.root	L_704	root	fieldBCMA	2009	2012	3	LTM	field	170	ril	ril17	p212	M1959	BCMA
M1025P1861	L_707.leaf	L_707	leaf	fieldBCMA	2009	2012	3	LTM	field	182	ril	ril17	t02	M1025	BCMA
M1025P1890	L_707.root	L_707	root	fieldBCMA	2009	2012	3	LTM	field	182	ril	ril17	t02	M1025	BCMA
M1025P1880	L_710.leaf	L_710	leaf	fieldBCMA	2009	2012	3	LTM	field	140	ril	ril17	t02	M1025	BCMA
M1025P1881	L_710.root	L_710	root	fieldBCMA	2009	2012	3	LTM	field	29	ril	ril18	t02	M1025	BCMA
M1977P1679	L_711.leaf	L_711	leaf	fieldBCMA	2009	2012	3	LTM	field	8	ril	ril18	p217	M1977	BCMA
M1960P1212	L_711.root	L_711	root	fieldBCMA	2009	2012	3	LTM	field	8	ril	ril18	p213	M1960	BCMA
M1691P1565	L_719.leaf	L_719	leaf	fieldBCMA	2009	2012	3	LTM	field	29	ril	ril18	p216	M1691	BCMA
M1025P1888	L_719.root	L_719	root	fieldBCMA	2009	2012	3	LTM	field	140	ril	ril17	t02	M1025	BCMA
M1025P1867	L_720.leaf	L_720	leaf	fieldBCMA	2009	2012	3	LTM	field	51	ril	ril18	t02	M1025	BCMA
M1955P792	L_720.root	L_720	root	fieldBCMA	2009	2012	3	LTM	field	51	ril	ril18	p208	M1955	BCMA
M1024P1780	L_850.root	L_850	root	fieldBCMA	2009	2011	2	LTM	field	192	ril	ril19	t01t02	M1024	BCMA
M1690P1425	LTM_E1.leaf	LTM_E1	leaf	fieldBCMA	endog	2011	NA	LTM	field	endog	endog	NA	p215	M1690	BCMA
M1691P1542	LTM_E1.root	LTM_E1	root	fieldBCMA	endog	2011	NA	LTM	field	endog	endog	NA	p215	M1691	BCMA
M1690P1438	LTM_E2.leaf	LTM_E2	leaf	fieldBCMA	endog	2011	NA	LTM	field	endog	endog	NA	p210	M1690	BCMA
M1691P1495	LTM_E2.root	LTM_E2	root	fieldBCMA	endog	2011	NA	LTM	field	endog	endog	NA	p216	M1691	BCMA
M1691P1498	LTM_E3.leaf	LTM_E3	leaf	fieldBCMA	endog	2011	NA	LTM	field	endog	endog	NA	p216	M1691	BCMA
M1958P1039	LTM_E3.root	LTM_E3	root	fieldBCMA	endog	2011	NA	LTM	field	endog	endog	NA	p211	M1958	BCMA
M1977P1661	LTM_E4.leaf	LTM_E4	leaf	fieldBCMA	endog	2012	NA	LTM	field	endog	endog	NA	p208	M1977	BCMA
M1955P783	LTM_E4.root	LTM_E4	root	fieldBCMA	endog	2012	NA	LTM	field	endog	endog	NA	p208	M1955	BCMA
M1960P1264	LTM_E5.leaf	LTM_E5	leaf	fieldBCMA	endog	2012	NA	LTM	field	endog	endog	NA	p213	M1960	BCMA
M1992P1571	LTM_E5.root	LTM_E5	root	fieldBCMA	endog	2012	NA	LTM	field	endog	endog	NA	p217	M1992	BCMA
M1957P1006	LTM_E6.leaf	LTM_E6	leaf	fieldBCMA	endog	2012	NA	LTM	field	endog	endog	NA	p210	M1957	BCMA
M1690P1472	LTM_E6.root	LTM_E6	root	fieldBCMA	endog	2012	NA	LTM	field	endog	endog	NA	p215	M1690	BCMA
M1691P1526	LTM_S4.soil	LTM_S4	soil	fieldBCMA	NA	2012	NA	LTM	field	NA	soil	NA	p216	M1691	BCMA
M1691P1511	LTM_S5.soil	LTM_S5	soil	fieldBCMA	NA	2012	NA	LTM	field	NA	soil	NA	p216	M1691	BCMA
M1691P1557	LTM_S6.soil	LTM_S6	soil	fieldBCMA	NA	2012	NA	LTM	field	NA	soil	NA	p216	M1691	BCMA
M1691P1518	LTM_S7.soil	LTM_S7	soil	fieldBCMA	NA	2012	NA	LTM	field	NA	soil	NA	p216	M1691	BCMA
M1691P1517	LTM_S8.soil	LTM_S8	soil	fieldBCMA	NA	2012	NA	LTM	field	NA	soil	NA	p216	M1691	BCMA
M1024P1827	LTM_soil1.soil	LTM_soil1	soil	fieldBCMA	NA	2011	NA	LTM	field	NA	soil	NA	t01t02	M1024	BCMA
M1025P1892	LTM_soil2.soil	LTM_soil2	soil	fieldBCMA	NA	2011	NA	LTM	field	NA	soil	NA	t01t02	M1025	BCMA
M1025P1903	LTM_soil3.soil	LTM_soil3	soil	fieldBCMA	NA	2011	NA	LTM	field	NA	soil	NA	t01t02	M1025	BCMA
M1551P75	MAH_E1.leaf	MAH_E1	leaf	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p200	M1551	Ecotypes
M1977P1739	MAH_E1.root	MAH_E1	root	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p217	M1977	Ecotypes
M1978P309	MAH_E2.leaf	MAH_E2	leaf	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p203	M1978	Ecotypes
M1555P197	MAH_E3.leaf	MAH_E3	leaf	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p202	M1555	Ecotypes
M1977P1692	MAH_E4.leaf	MAH_E4	leaf	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p217	M1977	Ecotypes
M1980P490	MAH_E4.root	MAH_E4	root	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p205	M1980	Ecotypes
M1551P28	MAH_E5.leaf	MAH_E5	leaf	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p200	M1551	Ecotypes
M1961P1360	MAH_E5.root	MAH_E5	root	ecotypes	NA	2012	NA	Mah	field	endog	endog	NA	p214	M1961	Ecotypes
M1980P465	MAH_S1.soil	MAH_S1	soil	ecotypes	NA	2011	NA	Mah	field	soil	soil	NA	p205	M1980	Ecotypes
M1980P466	MAH_S2.soil	MAH_S2	soil	ecotypes	NA	2011	NA	Mah	field	soil	soil	NA	p205	M1980	Ecotypes
